complex	compartment	subunits	genes	reactions	coefficients	cofactors	notes
cplx_MONOMER_Plscr1	pm	protein_Plscr1	Plscr1	PCSCRt;PESCRt;PSSCRt;LPCSCRt	1		ASSUMED MONOMER
cplx_MONOMER_Plscr2	pm	protein_Plscr2	Plscr2	PCSCRt;PESCRt;PSSCRt;LPCSCRt	1		ASSUMED MONOMER
cplx_MONOMER_Plscr4	pm	protein_Plscr4	Plscr4	PCSCRt;PESCRt;PSSCRt;LPCSCRt	1		ASSUMED MONOMER
cplx_MONOMER_Pnpla6	c	protein_Pnpla6	Pnpla6	LPCLPLB;MAGL1;MAGL2	1		ASSUMED MONOMER
cplx_MONOMER_Ppia	c	protein_Ppia	Ppia	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Ppib	c	protein_Ppib	Ppib	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Ppip5k2	c	protein_Ppip5k2	Ppip5k2	5PPINSP5P1K;INS6P1K	1		ASSUMED MONOMER
cplx_MONOMER_Ppp1ca	c	protein_Ppp1ca	Ppp1ca	PROTSPP;PROTTPP	1		ASSUMED MONOMER
cplx_MONOMER_Ppp1cb	c	protein_Ppp1cb	Ppp1cb	PROTSPP;PROTTPP	1		ASSUMED MONOMER
cplx_MONOMER_Ppp1cc	c	protein_Ppp1cc	Ppp1cc	PROTSPP;PROTTPP	1		ASSUMED MONOMER
cplx_MONOMER_Prdx5	c	protein_Prdx5	Prdx5	PRDX2OX2;PRDX2OX1;PRDX2SOR	1
cplx_MONOMER_Prkaca	c	protein_Prkaca	Prkaca	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkacb	c	protein_Prkacb	Prkacb	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkca	c	protein_Prkca	Prkca	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkcb	c	protein_Prkcb	Prkcb	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkci	c	protein_Prkci	Prkci	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkcz	c	protein_Prkcz	Prkcz	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Prkd1	c	protein_Prkd1	Prkd1	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Pten	c	protein_Pten	Pten	MI1345P3PP	1
cplx_MONOMER_Ptges3	c	protein_Ptges3	Ptges3	PGE1S;PGE2S;PGE3S	1		ASSUMED MONOMER
cplx_MONOMER_Ptpa	c	protein_Ptpa	Ptpa	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Ptpn1	c	protein_Ptpn1	Ptpn1	PROTYPP	1		ASSUMED MONOMER
cplx_MONOMER_Ptpn11	c	protein_Ptpn11	Ptpn11	PROTYPP	1		ASSUMED MONOMER
cplx_MONOMER_Ptpn3	c	protein_Ptpn3	Ptpn3	PROTYPP	1		ASSUMED MONOMER
cplx_MONOMER_Ptpn6	c	protein_Ptpn6	Ptpn6	PROTYPP	1		ASSUMED MONOMER
cplx_MONOMER_Pudp	c	protein_Pudp	Pudp	NTDPSUMP	1
cplx_MONOMER_Qars1	c	protein_Qars1	Qars1	GLNTRS	1
cplx_MONOMER_Qng1	c	protein_Qng1	Qng1	QMPNH	1		ASSUMED MONOMER
cplx_MONOMER_Rab10	c	protein_Rab10	Rab10	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab11b	c	protein_Rab11b	Rab11b	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab1a	c	protein_Rab1a	Rab1a	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab2a	c	protein_Rab2a	Rab2a	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab2b	c	protein_Rab2b	Rab2b	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab3c	c	protein_Rab3c	Rab3c	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab5a	c	protein_Rab5a	Rab5a	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab5b	c	protein_Rab5b	Rab5b	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab5c	c	protein_Rab5c	Rab5c	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab6b	c	protein_Rab6b	Rab6b	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rab8a	c	protein_Rab8a	Rab8a	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rac1	c	protein_Rac1	Rac1	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rala	c	protein_Rala	Rala	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Ralbp1	pm	protein_Ralbp1	Ralbp1	GTHOXABCte;1SGTH2OHE1ABCte;1SGTH2OHE2ABCte;2SGTH4OHE1ABCte;2SGTH4OHE2ABCte;4GTH56DHIABCte;4SGTH2OHE1ABCte;4SGTH2OHE2ABCte;56DHIGTHABCte;ADRNLGTHABCte;ARSSELDIGTHABCte;DOPAGTHABCte;DPAMGTHABCte;GTHNOABCte;LADRNCHRGTHABCte;LDPCHRGTHABCte;LEUKTRC4ABCte;LEUKTRC5ABCte;LNRPPHRCHRGTHABCte;NRPPHRGTHABCte;PGA1GTHABC;PGA2GTHABC;PGA3GTHABC	1		ASSUMED MONOMER
cplx_MONOMER_Ran	c	protein_Ran	Ran	NTPG	1
cplx_MONOMER_Rap1a	c	protein_Rap1a	Rap1a	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rap2b	c	protein_Rap2b	Rap2b	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rars1	c	protein_Rars1	Rars1	ARGTRS	1
cplx_MONOMER_Rasl2_9	c	protein_Rasl2_9	Rasl2_9	NTPG	1
cplx_MONOMER_Rdh11	c	protein_Rdh11	Rdh11	RDH1y;RDH2y;RDH3y;RDH4y	1		ASSUMED MONOMER
cplx_MONOMER_Rdh14	c	protein_Rdh14	Rdh14	RDH1y;RDH2y;RDH3y	1		ASSUMED MONOMER
cplx_MONOMER_Rfk	c	protein_Rfk	Rfk	RBFK	1
cplx_MONOMER_Rhoa	c	protein_Rhoa	Rhoa	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Rps6ka3	c	protein_Rps6ka3	Rps6ka3	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Rps6ka4	c	protein_Rps6ka4	Rps6ka4	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Rps6ka5	c	protein_Rps6ka5	Rps6ka5	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Sacm1l	c	protein_Sacm1l	Sacm1l	PI4PP;PI3PP	1		ASSUMED MONOMER
cplx_MONOMER_Scn4a	pm	protein_Scn4a	Scn4a	NAt	1		ASSUMED MONOMER
cplx_MONOMER_Scn9a	pm	protein_Scn9a	Scn9a	NAt	1		ASSUMED MONOMER
cplx_MONOMER_Selenbp1	c	protein_Selenbp1	Selenbp1	MTOX	1		ASSUMED MONOMER
cplx_MONOMER_Selenbp2	c	protein_Selenbp2	Selenbp2	MTOX	1		ASSUMED MONOMER
cplx_MONOMER_Shpk	c	protein_Shpk	Shpk	SHPK	1
cplx_MONOMER_Slc11a2	pm	protein_Slc11a2	Slc11a2	CD2DMT1t;COBALT2DMT1t;FE2DMT1t;ME2DMT1t	1		ASSUMED MONOMER
cplx_MONOMER_Slc16a10	pm	protein_Slc16a10	Slc16a10	PHEtec;LDOPAt;TETIODTHYt2;TRIIODTHYt2;TRPtec;TYRtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc16a9	pm	protein_Slc16a9	Slc16a9	CREATt;CRNt	1		ASSUMED MONOMER
cplx_MONOMER_Slc17a7	pm	protein_Slc17a7	Slc17a7	NO2_2Natex;PI2Natex	1		ASSUMED MONOMER
cplx_MONOMER_Slc19a1	pm	protein_Slc19a1	Slc19a1	23CGAMP_AICARtex;23CGAMP_OHtex;23CGAMP_THMMPtex;5FTHF_5MTHFtex;5FTHF_AICARtex;5FTHF_OHtex;5FTHF_THMMPtex;5MTHF_AICARtex;5MTHF_OHtex;5MTHF_THMMPtex;THF_5FTHFtex;THF_5MTHFtex;THF_AICARtex;THF_OHtex;THF_THMMPtex;THMMP_OHtex	1		ASSUMED MONOMER
cplx_MONOMER_Slc19a2	pm	protein_Slc19a2	Slc19a2	THMt3;PYDXNHt	1
cplx_MONOMER_Slc22a16	pm	protein_Slc22a16	Slc22a16	SPMDtex2;CRNtuNa;ERGOTHtuNa;CRNt	1		ASSUMED MONOMER
cplx_MONOMER_Slc22a4	pm	protein_Slc22a4	Slc22a4	CRNtuNa;ERGOTHtuNa;Kt1;ACHt;GLYBNatex	1		ASSUMED MONOMER
cplx_MONOMER_Slc22a7	pm	protein_Slc22a7	Slc22a7	NACt;CAMPtec;CGMPtec;CIMPtec;CRTNt;GLUte;INDStec;OROTGLUex	1		ASSUMED MONOMER
cplx_MONOMER_Slc25a3	pm	protein_Slc25a3	Slc25a3	NaLitex	1		ASSUMED MONOMER
cplx_MONOMER_Slc26a6	pm	protein_Slc26a6	Slc26a6	ClFORtex2;ClHCO3tex2;ClOHtex2;ClOXAtex2;SO4Cltex2;SO4OXAtex2	1		ASSUMED MONOMER
cplx_MONOMER_Slc27a2	pm	protein_Slc27a2	Slc27a2	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	1		ASSUMED MONOMER
cplx_MONOMER_Slc27a4	pm	protein_Slc27a4	Slc27a4	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	1		ASSUMED MONOMER
cplx_MONOMER_Slc29a1	pm	protein_Slc29a1	Slc29a1	ADEt;ADNt;HYXNt;INSt;URIt;2DADNt;2DCYTt;2DGSNt;2DINSt;2DURIt;4PYRNt;5MTAtec;78DHBPTt;AICAt;CYTDt;GSNt;GUAt;RNAMHt;SPPTt;THBPTt;THYMDt;THYMt;URAt;5FLURAt;MERCPURt;RBVt;NICRNSt;RNAMt	1		ASSUMED MONOMER
cplx_MONOMER_Slc2a5	pm	protein_Slc2a5	Slc2a5	FRUt1r	1		ASSUMED MONOMER
cplx_MONOMER_Slc40a1	pm	protein_Slc40a1	Slc40a1	FE2t;COBALT2te	1
cplx_MONOMER_Slc41a1	pm	protein_Slc41a1	Slc41a1	MG2NAtex2	1		ASSUMED MONOMER
cplx_MONOMER_Slc43a1	pm	protein_Slc43a1	Slc43a1	CYStec;HCYSte;METtec;PHEtec;2ABUTtec;ALAtec;ASNtec;CYSIt;GLNtec;GLYtec;HIStec;ILEtec;LEUtec;LHCYSTINt;LKYNRtr;PROtec;SERtec;THRtec;TRPtec;TYRtec;VALtec;DLEUtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc43a2	pm	protein_Slc43a2	Slc43a2	CYStec;HCYSte;METtec;PHEtec;2ABUTtec;ALAtec;ASNtec;CYSIt;GLNtec;GLYtec;HIStec;ILEtec;LEUtec;LHCYSTINt;LKYNRtr;PROtec;SERtec;THRtec;TRPtec;TYRtec;VALtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc43a3	pm	protein_Slc43a3	Slc43a3	ADEt;HYXNt;AICt;GUAt;THYMt;URAt	1		ASSUMED MONOMER
cplx_MONOMER_Slc44a1	pm	protein_Slc44a1	Slc44a1	ETHAt;CHOLtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc44a2	pm	protein_Slc44a2	Slc44a2	ETHAt;CHOLtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc52a2	pm	protein_Slc52a2	Slc52a2	RIBFLVt	1		ASSUMED MONOMER
cplx_MONOMER_Slc6a8	pm	protein_Slc6a8	Slc6a8	CREAT2NaClt	1		ASSUMED MONOMER
cplx_MONOMER_Slc6a9	pm	protein_Slc6a9	Slc6a9	GLY_Cl_2Nat;PRO_Cl_2Nat;SARCS_Cl_2Nat	1		ASSUMED MONOMER
cplx_MONOMER_Slc7a1	pm	protein_Slc7a1	Slc7a1	ARGtec;ADMARGARGtex;ADMARGCITRtex;ADMARGHIStex;ADMARGLYStex;ADMARGORNtex;ADMARGt_L;ARGCITRtex;ARGHIStex;ARGLYStex;ARGORNtex;HISCITRtex;HISLYStex;HISORNtex;LYSCITRtex;LYSORNtex;LYStec;MMARGARGtex;MMARGCITRtex;MMARGHIStex;MMARGLYStex;MMARGORNtex;MMARGt_L;ORNtec	1		ASSUMED MONOMER
cplx_MONOMER_Slc9a7	pm	protein_Slc9a7	Slc9a7	NaHtex;KHtex	1		ASSUMED MONOMER
cplx_MONOMER_Slco1a1	pm	protein_Slco1a1	Slco1a1	TETIODTHYt2;TRIIODTHYt2;CHOLATEt;DGCHOLte;DHEASte;ESTRONESte;GCHOLAte;GDCHOLAte;GUDCHOLAte;PGE2te;TCHOLAte;TDCHOLAte;TDECHOLAte;TUDCHOLAte	1		ASSUMED MONOMER
cplx_MONOMER_Slco1a4	pm	protein_Slco1a4	Slco1a4	TETIODTHYt2;TRIIODTHYt2;CHOLATEt;DGCHOLte;DHEASte;ESTRONESte;GCHOLAte;GDCHOLAte;GUDCHOLAte;PGE2te;TCHOLAte;TDCHOLAte;TDECHOLAte;TUDCHOLAte	1		ASSUMED MONOMER
cplx_MONOMER_Slco1a5	pm	protein_Slco1a5	Slco1a5	TETIODTHYt2;TRIIODTHYt2;CHOLATEt;DGCHOLte;DHEASte;ESTRONESte;GCHOLAte;GDCHOLAte;GUDCHOLAte;PGE2te;TCHOLAte;TDCHOLAte;TDECHOLAte;TUDCHOLAte	1		ASSUMED MONOMER
cplx_MONOMER_Slco1a6	pm	protein_Slco1a6	Slco1a6	TETIODTHYt2;TRIIODTHYt2;CHOLATEt;DGCHOLte;DHEASte;ESTRONESte;GCHOLAte;GDCHOLAte;GUDCHOLAte;PGE2te;TCHOLAte;TDCHOLAte;TDECHOLAte;TUDCHOLAte	1		ASSUMED MONOMER
cplx_MONOMER_Slco2b1	pm	protein_Slco2b1	Slco2b1	TETIODTHYt2;CHOLATEt;CPPP3te;DHEASte;ESTRONESte;PGD2te;PGE2te;PRGNStec;TCHOLAte	1		ASSUMED MONOMER
cplx_MONOMER_Slk	c	protein_Slk	Slk	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Smox	c	protein_Smox	Smox	N1ASPMDOX;N1SPRMOX;SMOX;SPMDOX	1		ASSUMED MONOMER
cplx_MONOMER_Smpd1	c	protein_Smpd1	Smpd1	SMPD	1
cplx_MONOMER_Smpd3	c	protein_Smpd3	Smpd3	SMPD	1
cplx_MONOMER_Smpdl3b	c	protein_Smpdl3b	Smpdl3b	CDPCHOLPP	1		ASSUMED MONOMER
cplx_MONOMER_Sphk1	c	protein_Sphk1	Sphk1	SPHGANK;SPHGNSK	1		ASSUMED MONOMER
cplx_MONOMER_Srxn1	c	protein_Srxn1	Srxn1	SRDX1GTHDG	1
cplx_MONOMER_St3gal1	c	protein_St3gal1	St3gal1	CMPACNAGA1;CMPACNAGD1B;CMPACNAGM1;CMPACNAGALBSD	1		ASSUMED MONOMER
cplx_MONOMER_Syk	c	protein_Syk	Syk	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Synj1	c	protein_Synj1	Synj1	MI145P5PP;PI45P5P;PI4PP	1		ASSUMED MONOMER
cplx_MONOMER_Tecr	c	protein_Tecr	Tecr	FACOA2ERy_20_2E11Z;FACOA2ERy_20_2E13Z;FACOA2ERy_20_2E8Z11Z;FACOA2ERy_20_2E9Z;FACOA2ERy_22_2E11Z;FACOA2ERy_22_2E13Z;FACOA2ERy_24_2E15Z;FACOA2ERy_26_2E17Z;FACOA2ERy_16_2E;FACOA2ERy_18_2E;FACOA2ERy_20_2E;FACOA2ERy_22_2E;FACOA2ERy_24_2E;FACOA2ERy_26_2E;FACOA2ERy_17_2E;FACOA2ERy_19_2E;FACOA2ERy_21_2E;FACOA2ERy_23_2E;FACOA2ERy_20_2E11Z14Z17Z;FACOA2ERy_20_2E5Z8Z11Z14Z;FACOA2ERy_22_2E10Z13Z16Z19Z;FACOA2ERy_22_2E13Z16Z19Z;FACOA2ERy_22_2E7Z10Z13Z16Z19Z;FACOA2ERy_24_2E12Z15Z18Z21Z;FACOA2ERy_24_2E9Z12Z15Z18Z21Z;FACOA2ERy_20_2E11Z14Z;FACOA2ERy_20_2E8Z11Z14Z;FACOA2ERy_22_2E10Z13Z16Z;FACOA2ERy_22_2E13Z16Z;FACOA2ERy_22_2E7Z10Z13Z16Z;FACOA2ERy_24_2E9Z12Z15Z18Z	1		ASSUMED MONOMER
cplx_MONOMER_Tgm2	c	protein_Tgm2	Tgm2	PROTQADRNLGMT;PROTQDPAMGMT;PROTQGLUN;PROTQHISTAGMT;PROTQPROTLGMT;PROTQSRTNGMT	1
cplx_MONOMER_Tgm3	c	protein_Tgm3	Tgm3	PROTQPROTLGMT	1
cplx_MONOMER_Thtpa	c	protein_Thtpa	Thtpa	THMTP	1
cplx_MONOMER_Tmem109	pm	protein_Tmem109	Tmem109	CA2t;Kt1	1
cplx_MONOMER_Tpk1	c	protein_Tpk1	Tpk1	TMDPK;TMDPK2;TMDPK3;TMDPK4	1
cplx_MONOMER_Tpmt	c	protein_Tpmt	Tpmt	MERCPURMT;THIOGMPMT;THIOIMPMT	1
cplx_MONOMER_Trim58	c	protein_Trim58	Trim58	UBIQE2CONJT	1		ASSUMED MONOMER
cplx_MONOMER_Uba6	c	protein_Uba6	Uba6	UBIQE1ACT	1		ASSUMED MONOMER
cplx_MONOMER_Ube2l3	c	protein_Ube2l3	Ube2l3	UBIQE1E2T	1		ASSUMED MONOMER
cplx_MONOMER_Ube2o	c	protein_Ube2o	Ube2o	UBIQE1T	1		ASSUMED MONOMER
cplx_MONOMER_Ubr4	c	protein_Ubr4	Ubr4	UBIQE2CONJT	1		ASSUMED MONOMER
cplx_MONOMER_Uros	c	protein_Uros	Uros	UPPG3S	1
cplx_MONOMER_Vars1	c	protein_Vars1	Vars1	VALTRS	1		ASSUMED MONOMER
cplx_MONOMER_Wnk1	c	protein_Wnk1	Wnk1	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Xylb	c	protein_Xylb	Xylb	XYLK	1
cplx_MONOMER_Yes1	c	protein_Yes1	Yes1	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Zdhhc2	c	protein_Zdhhc2	Zdhhc2	PROTCSAT_14_0;PROTCSAT_16_0;PROTCSAT_18_0	1
cplx_MONOMER_Zdhhc20	c	protein_Zdhhc20	Zdhhc20	PROTCSAT_14_0;PROTCSAT_16_0;PROTCSAT_18_0	1		ASSUMED MONOMER
cplx_MONOMER_Zdhhc3	c	protein_Zdhhc3	Zdhhc3	PROTCSAT_14_0;PROTCSAT_16_0;PROTCSAT_18_0	1
cplx_MONOMER_Zdhhc5	c	protein_Zdhhc5	Zdhhc5	PROTCSAT_14_0;PROTCSAT_16_0;PROTCSAT_18_0	1
